Number,Descriptor,Context,CharLimit,Text
02040,quest.desc.strange_electrical_anomalies_you_say,Quest descriptions,1024,你說奇怪的閃電異常？該死！\n我們必須修復那個無線電塔，獵人，它可以讓我們獲取周邊地區的訊息。\n不要擔心異常，我相信只要是會動的東西都可以被殺死。\n咳咳，我會給你準備好修理箱。\n祝你好運！
02041,quest.name.the_radio_tower,Quest names,64,無線電塔
02042,quest.desc.it_is_time_to_repair_the_radio_tower,Quest descriptions,1024,是時候修復臨時營地的無線電塔了。\n首先，我想請你檢查一下無線電臺。你可能已經注意到地區裏那些奇怪的電異常。\n好消息是它們能被殺死就對了。\n你需要做的是找到無線電塔的位置，在地圖上應該很容易找到，那是一片鋪設好的平整區域，然後檢查入口。\n看看那些奇怪的異常是否仍然存在。
02043,quest.objective.locate_the_radio_tower,Quest objectives,128,尋找無線電塔
02044,quest.name.necessary_components,Quest names,64,必要元件
02045,quest.desc.we_need_some_electronic_equipment_so,Quest descriptions,1024,我們需要電子裝置，囤得越多越好。\n目前我們仍在檢查天線，但我們已經注意到有些電線損壞了，需要把它們換掉。給我帶些新的過來。
02046,quest.objective.find_8_wires,Quest objectives,128,找到8根電線
02047,quest.name.upgrade,Quest names,64,逐步升級
02048,quest.desc.are_you_in_for_a_hunt_for_electrical,Quest descriptions,1024,你要去找找電子元件嗎？\n我們急需零件升級站點。
02049,quest.objective.fix_the_radio_tower,Quest objectives,128,修復無線電塔
02050,quest.desc.looks_like_those_anomalies_are_still,Quest descriptions,1024,看起來那些異常還在廣播站裏。\n好吧，獵人，你得殺出一條路來。\n你需要做的是修理外面的無線電塔。那是一座紅白相間橫條紋的高塔。\n別忘了在我這買修理包！
02051,quest.name.medikit,Quest names,64,醫療包短缺
02052,quest.desc.hey_hunter_ni_m_running_low_on,Quest descriptions,1024,嘿，獵人！\n我醫療包不夠了。狩獵期間爲我找些吧。\n放心，我會給你報酬的。
02053,quest.objective.find_15_scrap_med,Quest objectives,128,找到15個廢棄醫療包
02054,quest.name.tons_of_meds,Quest names,64,大量醫療包！
02055,quest.desc.listen_hunter_there_s_always_a_need,Quest descriptions,1024,聽好了，獵人。這裏總有人要用醫療包。如果你想要再給我帶一些，我保證會給你豐厚的報酬。
02056,quest.objective.find_50_scrap_med,Quest objectives,128,找到50個廢棄醫療包
02057,quest.name.radiation_effect,Quest names,64,輻射效應
02058,quest.desc.i_would_like_to_examine_the_effect_of,Quest descriptions,1024,我想檢查輻射對人體的影響。\n爲此，我需要有人願意吸收大量輻射並向我報告症狀。\n別跟我甩臉色，獵人。我沒有強求你這樣做，但這是一件簡單的活計，我也會給你報酬。\n你的輻射水平要達到橙色。
02059,quest.objective.reach_orange_lvl_of_radiation,Quest objectives,128,輻射水平達到橙色
02060,quest.name.laboratory_p_1,Quest names,64,實驗室探險（第 1 階段）
02061,quest.desc.radio_station_offer,Quest descriptions,1024,你在廣播站肯定看到了那邊的大樓，甚至試過進去吧。\n有風聲說那是深紅公司的舊實驗室。\n入口是鎖着的，你需要用門禁卡進去。只可惜我們都沒有。我也不覺得深紅公司會把門禁卡拱手相送。\n所以我派了手下馬拉特·洛金諾夫去找鑰匙。他好像發現了一張壞的，但我們或許能把它修好或是複製出新的。\n他在工業區執行任務，在那邊西北部廢棄的貨車堆裏有一個小基地。我已經好幾天沒有收到他的消息了。這種事時有發生。\n去工業區找到他，然後給我鑰匙。
02062,quest.objective.find_the_laboratory_key,Quest objectives,128,找到實驗室鑰匙
02063,quest.name.laboratory_p_2,Quest names,64,實驗室探險（第 2 階段）
02064,quest.desc.so_marat_is_dead_man_he_was_good_at,Quest descriptions,1024,原來馬拉特死了？唉，他明明是這一行的高手。\n還好你找回的鑰匙保管得不錯。\n沒有好到能用的地步，但我們可以複製出新的。\n目前我們沒有必要的裝置，但如果你給我帶幾樣東西，我們就能修好它。
02065,quest.objective.find_3_cpus,Quest objectives,128,找到3個CPU
02066,quest.name.laboratory_p_3,Quest names,64,實驗室探險（第3階段）
02067,quest.desc.great_hunter_nnow_i_can_make_a_copy_of,Quest descriptions,1024,太好了，獵人！\n現在我可以複製實驗室的門禁卡了。\n這不是三兩下的事兒，但明天早上應該能搞定，到時你可以找我買。\n有了鑰匙，你就得進入實驗室了。\n沒人知道里面有什麼，所以要小心。我還建議你帶上手電筒，那裏面會漆黑一片。\n進去後要好好探索一下，試着回收樣本。雖說我不知道那會是什麼樣的，但我相信你看到後就明白了。\n祝你好運，獵人！
02068,quest.objective.explore_the_laboratory,Quest objectives,128,探索實驗室
02069,quest.name.eyes_everywhere,Quest names,64,安插眼線
02070,quest.desc.so_you_want_to_do_some_missions_for,Quest descriptions,1024,那麼你想爲深紅公司效力嗎？\n好吧，讓我們從簡單的事情做起。你知道我們與綠軍一向不和，所以我們需要摸清他們的意圖。\n從我這買個監控攝像頭，把它安置在零希沃特地堡的綠軍總部。\n放書架上應該就可以了。
02071,quest.objective.place_the_cctv_camera,Quest objectives,128,放置監控攝像頭
02072,quest.name.cleanup,Quest names,64,剷除威脅
02073,quest.desc.nice_job_with_the_cctv_camera_hunter,Quest descriptions,1024,獵人，你的監控攝像頭安得太妙了！多虧了你，我們才知道他們在扎科夫的動向。\n現在是時候剷除部分威脅了，嘿嘿。\n殺死15名綠軍士兵。他們數量不多，在森林和臨時營地巡邏。只可惜我們不知道他們的具體位置，所以你必須自己找找看了。\n如果你爲我們完成這個任務，以後你就再也不用給通行費了。
02074,quest.objective.kill_15_green_army_soldiers,Quest objectives,128,殺死15名綠軍士兵
02075,quest.name.meat_for_igor,Quest names,64,給伊戈爾送些肉
02076,quest.desc.would_you_bring_me_10_pieces_of_raw,Quest descriptions,1024,可以帶10塊生肉給我嗎？\n我會記住你的恩情。
02077,quest.objective.collect_10_raw_meat,Quest objectives,128,蒐集10塊生肉
02078,quest.name.materials,Quest names,64,蒐集材料
02079,quest.desc.hey_hunter_ni_can_t_take_you_past_the,Quest descriptions,1024,嘿，獵人！\n部分鐵路需要修理。我不能帶你通過臨時營地。\n我們在盡力了。但有你幫忙的話進度會更快。\n把這些物品帶給我，然後我們就把壞掉的鐵路修好。
02080,quest.objective.collect_40_scrap_material,Quest objectives,128,蒐集40個廢棄材料
02081,quest.name.documents_p_1,Quest names,64,貴重檔案（第 1 階段）
02082,quest.desc.one_of_our_hunters_and_my_personal,Quest descriptions,1024,我們的一位獵人和我自己的朋友正在執行一項特殊任務，目標是找到貴重檔案的位置。\n他進入臨時營地後，我們失去了聯繫，幸運的是我們知道他最後出現的位置。\n去臨時營地看看他的情況。\n我希望他還活着...
02083,quest.objective.find_the_missing_hunter,Quest objectives,128,找到失蹤獵人
02084,quest.name.documents_p_2,Quest names,64,貴重檔案（第 2 階段）
02085,quest.desc.so_he_s_dead_may_he_rest_in_peace_nthe,Quest descriptions,1024,原來他死了...願他安息。\n好消息是他找到了檔案的位置，他筆記上寫的好像是森林村莊的警察局。\n壞消息是你必須殺一條血路進去。你知道那裏駐紮着更有組織的強盜。\n檔案應該在保險箱裏。進入警察局後記得找找看。\n祝你好運，獵人！
02086,quest.objective.retrieve_the_documents,Quest objectives,128,取回檔案
02087,quest.objective.find_the_crystal_in_the_swamp,Quest objectives,128,尋找沼澤水晶
02088,quest.name.inspect_the_village,Quest names,64,偵察村莊
02089,quest.name.clear_the_way,Quest names,64,掃清道路
02090,quest.name.the_war,Quest names,64,戰爭
02091,quest.name.the_missing_spy,Quest names,64,失蹤內鬼
02092,quest.name.the_sewers,Quest names,64,下水道
02093,quest.name.trucks_and_generator,Quest names,64,卡車和發電動馬達
02094,quest.name.mall_s_outpost,Quest names,64,商場前哨站
02095,quest.name.new_equipment,Quest names,64,新裝備
02096,quest.name.mall_scouting,Quest names,64,商場偵察
02097,quest.name.revenge_for_igor,Quest names,64,爲伊戈爾復仇
02098,quest.name.monitoring_p_1,Quest names,64,監視
02099,quest.name.building_an_outpost,Quest names,64,建立前哨站
02100,quest.name.the_cctv_camera,Quest names,64,監控攝像頭
02101,quest.name.lost_informations,Quest names,64,遺失信息
02102,quest.name.eliminate_the_assassins,Quest names,64,幹掉殺手
02103,quest.name.monitoring_p_2,Quest names,64,天羅地網
02104,quest.name.find_the_cctv_cameras,Quest names,64,尋找監控攝像頭
02105,quest.name.the_key_to_the_laboratory,Quest names,64,實驗室門禁卡
02106,quest.name.high_profile_targets,Quest names,64,重點打擊
02107,quest.name.retrieve_the_briefcase,Quest names,64,取回公事包
02108,quest.name.supplies_for_igor,Quest names,64,幫助伊戈爾
02109,quest.name.the_crystal,Quest names,64,水晶
02110,quest.name.raid_the_outpost,Quest names,64,突襲前哨站
02111,quest.name.eliminate_the_spy,Quest names,64,剷除內鬼
02112,quest.name.the_lab,Quest names,64,實驗室
02113,quest.name.green_army_outpost,Quest names,64,綠軍前哨站
02114,quest.name.surprise_assault,Quest names,64,意外襲擊
02115,quest.name.oh_no_not_again,Quest names,64,哦，不...怎麼又是這個！
02116,quest.name.find_the_hunter,Quest names,64,尋找獵人
02117,quest.name.the_motel_p_1,Quest names,64,汽車旅館
02118,quest.desc.bandits_continue_to_assault_the_train,Quest descriptions,1024,森林地區的匪幫一直在襲擊列車，讓我們無法前往臨時營地。\n去給那些傢伙找點麻煩，我相信這樣會讓他們消停一段時間。\n任務完成後，我會讓你進入綠軍控制的地堡區。阿爾捷莫維奇大概看不上你這樣的毛頭小子，但至少你可以和他們交易。
02119,quest.desc.well_done_hunter_nnow_that_we_have,Quest descriptions,1024,幹得好，獵人！\n是時候去確定一下臨時營地的舊廣播站到底還能不能用了。\n我們不知道它的具體座標，但在地圖上很容易找到它。\n我要你去那裏看看情況，然後回來報告。如果遇到異常或怪物，你不必與它們交戰。
02120,quest.desc.helicopter_blackbox_loot,Quest descriptions,1024,通過直升機的飛行記錄儀，我們得知機組人員在沼澤的村莊裏發現了奇怪的紫色水晶。之後他們遭遇了一次異常的輻射爆發。\n好消息和壞消息，獵人...壞消息是村莊裏有大量食屍鬼，你一個人根本處理不了。好消息是我聯繫了綠軍，他們對肅清村莊尋找水晶有些興趣。\n計劃是這樣的。這個村莊只有一個出入口，所以我們可以在夜間用探照燈把食屍鬼全都引誘出來。\n10點至3點間前往沼澤，一隊綠軍士兵會在那裏等你，記得帶上一把好槍。\n祝你好運，獵人！
02121,quest.desc.bunker_intro_alt,Quest descriptions,1024,嗨，陌生人，歡迎來到零希沃特地堡。\n不知道你是爲了什麼來到這裏，說實話我也不在乎。\n並不是針對你，只是這裏出去過太多新面孔，而只有很少一部分能回來，所以我現在就不浪費時間去記住你的長相了。\n先讓我們看看你能幹點兒什麼...
02122,quest.desc.ah_as_i_thought_nthe_railroad_was,Quest descriptions,1024,和我想的一樣...深紅公司利用沼澤下水道里的舊排水系統把鐵路給淹了，真聰明。\n你要做的就是進入下水道，關閉控制閥門。\n祝你好運，獵人！
02123,quest.desc.very_good_hunter_i_didn_t_expect_you,Quest descriptions,1024,幹得好，獵人！我甚至都沒想到你能活着回來！\n我有另一項工作給你。匪幫佔領森林裏的村莊時，我的一個朋友落下了一件非常貴重的物品。\n那玩意兒應該在村莊東南角的院子裏，去把它拿回來。
02124,quest.desc.thanks_to_the_radio_tower_we,Quest descriptions,1024,多虧了無線電塔，我們截獲了深紅公司的訊息，看來他們和當地政府達成了新的協議。\n難以置信！我真的很想欣賞一下阿爾捷莫維奇聽到這件事時的表情。他費盡千辛萬苦把那些傢伙趕走，而現在卻要眼睜睜看着他們捲土重來。\n深紅公司的人似乎是乘船來的，準備停靠在工業區的港口。有獵人報告說那裏遊蕩着大量的食屍鬼。阿爾捷莫維奇只能寄望於他們一下船就栽在食屍鬼手裏。\n現在看你的了，獵人。如果你願意，你可以處理掉食屍鬼，讓深紅公司登陸來到地堡。\n你需要在兩艘廢船之間的主船塢放置一個 GPS定位器。
02125,quest.desc.great_hunter_nnow_that_we_have_access,Quest descriptions,1024,太好了，獵人！\n現在我們可以前往商場了。你得四處轉轉，找出那些商店的位置，沒問題吧？\n什麼？\n這活你熟得很？我不明白.\n..算了，趕緊動身吧。
02126,quest.desc.haha_great_hunter_nthe_plan_worked,Quest descriptions,1024,哈哈！幹得好呀，獵人！\n計劃圓滿成功！現在我們要做的就是探索村莊並找到紫色水晶。\n村裏應該還剩下一些食屍鬼，那些對你來說應該是小菜一碟。
